filename|mods.accessCondition#text|mods.accessCondition@type|mods.accessCondition@xlink:href|mods.identifier#text|mods.identifier@type|mods.language.languageTerm#text|mods.language.languageTerm@authority|mods.language.languageTerm@type|mods.location.physicalLocation.0#text|mods.location.physicalLocation.0@displayLabel|mods.location.physicalLocation.1#text|mods.location.physicalLocation.1@displayLabel|mods.location.physicalLocation.2#text|mods.location.physicalLocation.2@displayLabel|mods.location.physicalLocation.3#text|mods.location.physicalLocation.3@displayLabel|mods.location.physicalLocation.4#text|mods.location.physicalLocation.4@displayLabel|mods.name.0.role.roleTerm#text|mods.name.0.role.roleTerm@authority|mods.name.0.role.roleTerm@valueURI|mods.name.0namePart|mods.name.1.role.roleTerm#text|mods.name.1.role.roleTerm@authority|mods.name.1.role.roleTerm@valueURI|mods.name.1namePart|mods.name.2.role.roleTerm#text|mods.name.2.role.roleTerm@authority|mods.name.2.role.roleTerm@valueURI|mods.name.2namePart|mods.name.role.roleTerm#text|mods.name.role.roleTerm@authority|mods.name.role.roleTerm@valueURI|mods.namenamePart|mods.note#text|mods.note.0#text|mods.note.0@displayLabel|mods.note.1#text|mods.note.1@displayLabel|mods.note@displayLabel|mods.originInfo.dateIssued#text|mods.originInfo.dateIssued@encoding|mods.originInfo.dateIssued@keyDate|mods.originInfo.dateIssued@qualifier|mods.originInfopublisher|mods.physicalDescriptionextent|mods.recordInfo.languageOfCataloging.languageTerm#text|mods.recordInfo.languageOfCataloging.languageTerm@authority|mods.recordInfo.languageOfCataloging.languageTerm@type|mods.recordInfo.recordContentSource#text|mods.recordInfo.recordContentSource@valueURI|mods.relatedItem.0.part.extent@unit|mods.relatedItem.0.part.extentlist|mods.relatedItem.0.titleInfopartNumber|mods.relatedItem.0.titleInfotitle|mods.relatedItem.0@displayLabel|mods.relatedItem.0@type|mods.relatedItem.1.titleInfotitle|mods.relatedItem.1@displayLabel|mods.relatedItem.1@type|mods.subject.0@authority|mods.subject.0temporal|mods.subject.1@authority|mods.subject.1topic|mods.subject.2@authority|mods.subject.2topic|mods.subject.3@authority|mods.subject.3topic|mods.subject.4@authority|mods.subject.4topic|mods.tableOfContents#text|mods.tableOfContents@displayLabel|mods.titleInfotitle|mods@version|mods@xmlns|mods@xmlns:xlink|mods@xmlns:xsi|mods@xsi:schemaLocation|modsgenre|modstypeOfResource
arrow_136.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5410023_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 2|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Lillian Beck Holton|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Eunice S.Weaver|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Ethel M.Snow|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1937-09|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 23-39|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 23-39|Volume 54, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Staff.|local|Curriculum.|local|Health care.|local|Funding.|Chairman of the Settlement School Committee July 1, 1936 to June 1, 1937; Pi Beta Phi Settlement School- Report on Audit Treasurer's Accounts Year Ended June 30, 1937; Director of the Pi Beta Phi Settlement School, 1936-37; Arrow Craft Report, 1936-37; Weaving Report- June 30, 1936 to June 1, 1937; Jennie Nicol Health Center; Home Economics Department Term- 1936-1937; Report on Dormitory, 1936-1937; Principal's Annual Report, 1936-193|Table Of Contents|Settlement School Reports|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_29.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr3320171_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 36, Folder 4|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Elizabeth A.Helmick|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mary O.Wallace|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1916-12|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 171-178|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 171-178|Volume 33, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Facilities.|local|Staff.|local|Teachers.|    |    |    |    |News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_122.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5030275_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 38, Folder 12|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mary CooperFrost|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Philippa GerryWhiting|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|VirginiaMoore|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1934-02|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 275-280|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 275-280|Volume 50, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Holidays.|local|Arrowcraft.|local|Handicraft.|local|Health care.|Christmas at Gatlinburg; The Staff; Arrow Crafters Present A Dress to Mrs. Roosevelt; Southern Mountain Handicrafts Exhibit; The Blue Ribbon Health Program|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_134.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5330251_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 39, Folder 1|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Charlotte CropleyBrown|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Elizabeth Clarke Helmick|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Rev. EliMcCarter|    |    |    |    |    |A Jubilee Anniversary for Little Pigeon: The Settlement School Celebrates Its Twenty-Fifth Birthday February, 1912-February, 1937. Short quotes from those associated with the school.|Additional Information|Arrow Articles|Project Part|    |1937-02|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 251-259|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 251-259|Volume 53, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Southern Appalachian culture.|local|Living conditions.|local|Planning.|local|Education.|Jubilee Jottings; Jubilee Comments|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_120.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5020179_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 38, Folder 11|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1933-11|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 179-181|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 179-181|Volume 50, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Funding.|local|Promotion.|    |    |    |    |    |    |Los Angeles Settlement School Benefit|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_108.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr4820307_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 38, Folder 7|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1931-11|w3cdtf|yes|    |Pi Beta Phi Fraternity|Page 307|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Page 307|Volume 48, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Arrowcraft.|local|Handicraft.|    |    |    |    |    |    |Arrow Crafters Offer . . .|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Advertisement|text
arrow_17.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr3110025_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 35, Folder 15|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Sarah G.Pomeroy|Arrow Articles|    |    |    |    |Project Part|1914-10|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 25-29|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 25-29|Volume 31, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Facilities.|    |    |    |    |    |    |The Dedication of our Settlement School Building|Table Of Contents|Good News From Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_242.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr8010023_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 16|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Sally WildGordon|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Marion Mueller|    |    |    |    |    |    |    |    |    |bottom of page 23 cut away|Additional Information|Arrow Articles|Project Part|    |Fall 1963|    |yes|approximate|Pi Beta Phi Fraternity|Pages 22-23|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 22-23|Volume 80, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Staff.|local|Arrowcraft.|local|Weaving.|    |    |Affectionate Appreciation; A Hearty Welcome|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_256.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr8240011_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 41, Folder 2|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Sally WildGordon|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|TrishCrowley|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Frank E.Dean|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|Summer 1966|    |yes|approximate|Pi Beta Phi Fraternity|Pages 11-14|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 11-14|Volume 82, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|The Birth of Arrowmont, Gatlinburg, Tennessee, 1965-1979.|local|Arrowcraft.|local|Summer craft workshop.|local|People.|    |    |High Praise for Settlement School Program; A Dream Fulfilled;A Day to Remember|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_281.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr8810037_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 41, Folder 8|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Hesperia AylsworthHenderson|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Lucile McCutchanWoodworth|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|Fall 1971|    |yes|approximate|Pi Beta Phi Fraternity|Pages 36-40|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 36-40|Volume 88, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|The Birth of Arrowmont, Gatlinburg, Tennessee, 1965-1979.|local|Facilities.|local|Arrowcraft.|local|Funding.|    |    |Chairman, Board of Governors, Arrowmont School of Arts and Crafts; Executive Coordinator, Arrowmont and Arrowcraft; Arrowmont and Arrowcraft Awards 1970-1971|Table Of Contents|Pi Beta Phi Settlement School|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_295.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr9210033_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 41, Folder 12|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Helen DeppeVollmar|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Caroline MillsRiddle|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Helen AndersonLewis|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|Fall 1975|    |yes|approximate|Pi Beta Phi Fraternity|Pages 33-38|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 33-38|Volume 92, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|The Birth of Arrowmont, Gatlinburg, Tennessee, 1965-1979.|local|Facilities.|local|Arrowcraft.|local|Funding.|    |    |Chairman, Board of Governors, Arrowmont School of Arts and Crafts; Administrator of Arrowmont and Arrowcraft; Arrowcraft and Arrowmont Awards 1974-1975|Table Of Contents|Pi Beta Phi Settlement School|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Report|text
arrow_294.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr9140017_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 41, Folder 11|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Barbara Lahr|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Eleanor BushnellLehner|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|Summer 1975|    |yes|approximate|Pi Beta Phi Fraternity|Pages 16-20|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 16-20|Volume 91, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|The Birth of Arrowmont, Gatlinburg, Tennessee, 1965-1979.|local|Arrowcraft.|local|Dormitories.|local|Facilities.|local|Administrators.|Special Badge Is Given To Chapter; Arrowcraft Presents The Heritage Hanging; Watson House Is Newest Dormitory; Room for Strenght and Courage in the Smokies|Table Of Contents|News of Arrowmont the Craft School and Arrocraft the Cottage Industry|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_280.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr8740021_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 41, Folder 7|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mariantha JamesWilliams|Arrow Articles|    |    |    |    |Project Part|Summer 1971|    |yes|approximate|Pi Beta Phi Fraternity|Pages 21-23|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 21-23|Volume 87, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|The Birth of Arrowmont, Gatlinburg, Tennessee, 1965-1979.|local|Arts.|local|Staff.|local|People.|local|Community Outreach.|    |    |News of Arrowmont School of arts and crafts|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_257.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr8310027_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 41, Folder 3|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|Fall 1966|    |yes|approximate|Pi Beta Phi Fraternity|Pages 26-27|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 26-27|Volume 83, Number 1|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|The Birth of Arrowmont, Gatlinburg, Tennessee, 1965-1979.|local|People.|local|Facilities.|    |    |    |    |    |    |A Pi Phi's Loyal Service Recognized at Ceramic Wing Dedication|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_243.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr8020023_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 40, Folder 16|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Sally WildGordon|Arrow Articles|    |    |    |    |Project Part|Winter 1963|    |yes|approximate|Pi Beta Phi Fraternity|Pages 23-25|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 23-25|Volume 80, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|local|Arrowcraft.|local|Summer craft workshop.|local|Students.|    |    |An Enthusiastic Report on Craft Workshop from Four Young Pi Beta Phis Who Attended; Graduate Assistant Workshop Scholarships|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_16.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr3040579_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 35, Folder 14|Detailed Location|St. Louis|City|Missouri|State|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1914-06|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 579-581|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 579-581|Volume 30, Number 4|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|local|Facilities.|local|Teachers.|local|Religion.|    |    |    |    |News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_109.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr4830475_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 38, Folder 8|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mary CooperFrost|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Shirley KreasanKrieg|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Nita HillStark|    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1932-02|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 474-476|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 474-476|Volume 48, Number 3|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Holidays.|local|Weaving.|    |    |    |    |Gatlinburg as Seen by Another Greek; Christmas, 1931, at the School; Hand Loom and Fly Shuttle Weaving; Blanche Huff Pledge by Iowa Gamma|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
arrow_121.xml|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arr5020183_0000|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 38, Folder 11|Detailed Location|St. Louis|City|Missouri|State|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|Mary CooperFrost|Author|marcrelator|http://id.loc.gov/vocabulary/relators/aut|VeatressParton|    |    |    |    |    |    |    |    |Arrow Articles|    |    |    |    |Project Part|1933-11|w3cdtf|yes|    |Pi Beta Phi Fraternity|Pages 182-185|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|pages|Pages 182-185|Volume 50, Number 2|The Arrow of Pi Beta Phi|Bibliographic Citation|host|From Pi Beta Phi to Arrowmont|Project|host|local|Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|local|Staff.|local|Teachers.|local|Arrowcraft.|local|Weaving.|The Staff; Accomplishments of Settlement School Committee; For Those Who Would Teach at Gatlinburg; Settlement School Represented in Exhibit; With Our Graduates; Mrs. Huff; Arrow Crafters Offer to Help with Your Christmas Shopping|Table Of Contents|News from Little Pigeon|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|News|text
