headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.physicalLocation.0#text|metadata.mods.location.physicalLocation.0@displayLabel|metadata.mods.location.physicalLocation.1#text|metadata.mods.location.physicalLocation.1@displayLabel|metadata.mods.location.physicalLocation.2#text|metadata.mods.location.physicalLocation.2@displayLabel|metadata.mods.location.physicalLocation.3#text|metadata.mods.location.physicalLocation.3@displayLabel|metadata.mods.location.physicalLocation.4#text|metadata.mods.location.physicalLocation.4@displayLabel|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.namenamePart|metadata.mods.note#text|metadata.mods.note@displayLabel|metadata.mods.originInfo.dateCreated#text|metadata.mods.originInfo.dateCreated@encoding|metadata.mods.originInfo.dateCreated@keyDate|metadata.mods.originInfo.dateCreated@point|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInfo.recordContentSource#text|metadata.mods.recordInfo.recordContentSource@valueURI|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.relatedItem.titleInfotitle|metadata.mods.relatedItem@displayLabel|metadata.mods.relatedItem@type|metadata.mods.subject.0@authority|metadata.mods.subject.0topic|metadata.mods.subject.10.name.role.roleTerm#text|metadata.mods.subject.10.name.role.roleTerm@authority|metadata.mods.subject.10.name.role.roleTerm@valueURI|metadata.mods.subject.10.namenamePart|metadata.mods.subject.10@authority|metadata.mods.subject.11.name.role.roleTerm#text|metadata.mods.subject.11.name.role.roleTerm@authority|metadata.mods.subject.11.name.role.roleTerm@valueURI|metadata.mods.subject.11.namenamePart|metadata.mods.subject.11@authority|metadata.mods.subject.12.name.role.roleTerm#text|metadata.mods.subject.12.name.role.roleTerm@authority|metadata.mods.subject.12.name.role.roleTerm@valueURI|metadata.mods.subject.12.namenamePart|metadata.mods.subject.12@authority|metadata.mods.subject.1@authority|metadata.mods.subject.1topic|metadata.mods.subject.2.name.role.roleTerm#text|metadata.mods.subject.2.name.role.roleTerm@authority|metadata.mods.subject.2.name.role.roleTerm@valueURI|metadata.mods.subject.2.namenamePart|metadata.mods.subject.2@authority|metadata.mods.subject.2geographic|metadata.mods.subject.2topic|metadata.mods.subject.3.name.role.roleTerm#text|metadata.mods.subject.3.name.role.roleTerm@authority|metadata.mods.subject.3.name.role.roleTerm@valueURI|metadata.mods.subject.3.namenamePart|metadata.mods.subject.3@authority|metadata.mods.subject.3geographic|metadata.mods.subject.3topic|metadata.mods.subject.4.name.role.roleTerm#text|metadata.mods.subject.4.name.role.roleTerm@authority|metadata.mods.subject.4.name.role.roleTerm@valueURI|metadata.mods.subject.4.namenamePart|metadata.mods.subject.4@authority|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5.name.role.roleTerm#text|metadata.mods.subject.5.name.role.roleTerm@authority|metadata.mods.subject.5.name.role.roleTerm@valueURI|metadata.mods.subject.5.namenamePart|metadata.mods.subject.5@authority|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6.name.role.roleTerm#text|metadata.mods.subject.6.name.role.roleTerm@authority|metadata.mods.subject.6.name.role.roleTerm@valueURI|metadata.mods.subject.6.namenamePart|metadata.mods.subject.6@authority|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7.name.role.roleTerm#text|metadata.mods.subject.7.name.role.roleTerm@authority|metadata.mods.subject.7.name.role.roleTerm@valueURI|metadata.mods.subject.7.namenamePart|metadata.mods.subject.7@authority|metadata.mods.subject.7geographic|metadata.mods.subject.7topic|metadata.mods.subject.8.name.role.roleTerm#text|metadata.mods.subject.8.name.role.roleTerm@authority|metadata.mods.subject.8.name.role.roleTerm@valueURI|metadata.mods.subject.8.namenamePart|metadata.mods.subject.8@authority|metadata.mods.subject.9.name.role.roleTerm#text|metadata.mods.subject.9.name.role.roleTerm@authority|metadata.mods.subject.9.name.role.roleTerm@valueURI|metadata.mods.subject.9.namenamePart|metadata.mods.subject.9@authority|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modsgenre|metadata.modstypeOfResource
2019-11-18T04:00:18Z|arrsimple_117|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0059|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 61, Folder 29.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A117|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A117/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1915|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Social life.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Sports.|    |    |    |    |local|    |Community.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Baseball team|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Group of 8 ballplayers.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_257|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000080001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A257|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A257/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1995|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Painting.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Children's Painting|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|from children's exhibit|photograph|still image
2019-11-18T04:00:18Z|arrsimple_67|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0034|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 61, Folder 4.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A67|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A67/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1916-1917|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|School buildings.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Staff quarters.|    |    |    |    |local|    |One-Room Schoolhouse, Gatlinburg.|    |    |    |    |local|    |One-Room Schoolhouse, Gatlinburg.|    |    |    |    |local|    |Teachers' Cottage.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |One-Room Schoolhouse|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|One-Room Schoolhouse on Baskins Creek, Gatlinburg; Teachers' Cottage visible in background|photograph|still image
2019-11-18T04:00:18Z|arrsimple_304|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000127001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A304|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A304/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1920|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Children.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Animals.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Livestock.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Ogle, Charlie.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Charlie Ogle and his pig.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Two boys and a pig.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_192|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000015001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A192|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A192/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Brown, Cynthia|Arrowmont Simple Images|Project Part|1905-06-12|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Weaving.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Grayson, Persis.|local|    |    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Brown, Cynthia.|local|    |    |    |    |    |    |    |    |    |    |    |    |Spinning wool during a class with Persis Grayson|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Female student working with spinning wheel.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_57|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0029|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 61, Folder 4.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A57|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A57/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1905-05-03|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Students.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Boys.|    |    |    |    |local|    |Curriculum.|    |    |    |    |local|    |High School Building.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Students in science laboratory, High School Building|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|2 boys|photograph|still image
2019-11-18T04:00:18Z|arrsimple_432|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi112|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A432|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A432/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Landscape.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Mountains.|    |    |    |    |local|    |River.|    |    |    |    |local|    |Homes.|    |    |    |    |local|    |Little Pigeon River.|    |    |    |    |local|    |One-Room Schoolhouse, Gatlinburg.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |Little Pigeon River valley.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The valley of the Little Pigeon River. The One-Room Schoolhouse and White Oak Flats Baptist Church are in the left half of the photo, partially obscured by trees.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_236|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000059001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A236|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A236/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Huff, Cynthia|Arrowmont Simple Images|Project Part|1992-07-01|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Pottery.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Children.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Huff, Cynthia.|local|    |    |    |    |    |    |    |    |    |    |    |    |Studio Assistants from the Arrowmont School of Arts and Crafts will give craft demonstrations Thursday, June 30, 7-9 p.m., weather permitting, on the mall next to Gatlinburg's Arrowcraft Shop. (July 1992)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Demonstratng clay sculpting to children.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_214|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000037001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A214|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A214/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|McGavin, Margaret|Arrowmont Simple Images|Project Part|1990|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Basketry.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Holsenbeck, Bryant.|local|    |    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Mcgavin, Margaret.|local|    |    |    |    |    |    |    |    |    |    |    |    |Bryant Holsenbeck (standing) is speaking with a Japanese student about her basket during a class at the Arrowmont School of Arts and Crafts.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Instructor speaking to student|photograph|still image
2019-11-18T04:00:18Z|arrsimple_379|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi059|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A379|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A379/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Staff quarters.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Facilities.|    |    |    |    |local|    |School buildings.|    |    |    |    |local|    |Pollard Cottage.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Hospital Porch.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The Porch of the Pollard Cottage.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_431|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi111|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A431|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A431/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Staff quarters.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Cottages.|    |    |    |    |local|    |Landscape.|    |    |    |    |local|    |Stuart cottage.|    |    |    |    |local|    |Pollard Cottage.|    |    |    |    |local|    |Teachers' Cottage.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Stuart Cottage, Pollard Cottage, Teachers' Cottage.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The three residential buildings for the Settlement School.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_8|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0067|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 61, Folder 29.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A8|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A8/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Stores.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Shops.|    |    |    |    |local|    |Social life.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Ogle, Charley.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Ogle's Store - Baskins Creek|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Charley Ogle's general store on Baskins Creek, Gatlinburg.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_349|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi029|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A349|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A349/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Settlement School Committee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Home visits.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Administrators.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Stark, Nita Hill.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Committee on way to Aunt Lydia Whaley's.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The Settlement School Committee navigating a fence on the way to Aunt Lydia Whaley's residence. Nita Hill Stark stands in the foreground.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_290|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000113001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A290|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A290/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1949|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Weaving.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Fairs.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Elderly Woman at Spinning Wheel at the Southern Highlands Craftsmans Fair.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |photograph|still image
